Temperature,Viscosity,Pressure,pH,Inlet_flow,Rotating_Speed,Particles_size,Color_density,Y
20.20214572543025,0.3221921237084974,10.356239113993444,6.548956547551752,-0.8272850031869177,-1.126330524743958,-0.67191294140693,-0.7094677674254456,89.08048296703178
18.732835679160168,0.6506784346020574,9.384075791316118,6.204418181461699,-0.3838938003767467,-0.374791717117298,0.8254835438718428,-0.6538902930850253,77.71864125701451
21.72273370945038,0.2767706018116562,10.221257278236738,6.951655309272152,0.3260868060299315,0.3925885163817116,2.684909043992101,2.272730963611215,113.80052712031568
21.015227375079157,-0.0529135091841492,10.298739351810196,6.197526947542529,0.8240419473534843,0.6636226394203903,-0.087576374531197,-0.03628219107814,93.4577697039872
18.703858563113936,0.0846772079127211,8.157001258880348,6.5420886945357495,-0.1328600840464495,-0.638584950253196,-0.3721607692361207,1.0953193018593026,74.85148088764778
18.029450311156435,-0.0925617615989545,10.316347320593506,6.431903805666938,0.4588807808563142,-2.3955583022456883,0.7375472594892477,-0.7107171467759976,84.91301426505251
19.190787939253227,-0.6174584571341403,10.352056094435325,6.434393932810627,0.6100470028836974,-1.009604311592311,0.4927602701081149,0.965826974084548,90.14216569426029
19.14917752787268,2.6610917797020304,10.646863712253843,6.592588400937012,0.936037630334722,1.209675250053183,-0.546077706687275,-0.0240744062563094,92.16683575424442
18.75612659888494,-0.6990033978064942,9.222661120107288,6.369267561110334,0.2235588460576446,-0.7961139661682448,-0.0685535506462153,-0.7323106758768548,79.23267916704872
21.790114090616395,0.5172382282284881,11.76258733561172,6.777189258322847,-0.5784625299584635,0.6706279596304111,0.1352289115555374,-0.761539822831643,109.234920452638
20.647570944490763,0.6035790806152825,9.509496893782574,6.94748814010115,0.1250459196210783,0.4908811756842388,-0.6488819604019548,0.6814920389127849,96.37988840420492
17.874547667730248,-1.2350781580954109,9.308650910940818,6.842347712716305,-0.2042085321187375,-0.6675505796320764,-0.6451986173811154,-0.041318260434065,80.38238948348048
20.521500226985516,1.2628950226863096,10.289379285427664,6.729160494597276,-0.4571906493239242,0.160222864379803,0.1932075767316076,0.3171410209731838,96.40905798395954
19.040322835362076,-0.3035482423372391,10.087872788115922,6.799188774247481,1.4887629977375567,1.6599703654821611,1.6735843194657831,-1.7784471207405417,99.73922446621262
21.038146871413232,0.4916050939895564,10.212876085375536,6.419148283255149,2.0780191003899704,0.0316178355028878,-1.2505544729599265,1.1163827404656386,97.51419008965073
20.225322154501168,1.482062206267549,10.654504495993653,6.62428690351486,-0.0573262998654391,-1.9554024530636005,0.2536758360604645,-0.4575502795846811,96.5246932900985
19.284006914392144,0.4223720595198604,9.43063600036989,6.572096893790935,-0.7123190095740737,-0.5516203161056196,0.0454154911714631,1.9493249036504257,83.19811082300754
20.2823020168396,1.3899150309029802,11.343045952740113,6.886875510802122,1.6864029868714834,-0.1259477836590136,0.1142130469240811,0.8310150609751285,109.15914324359868
20.18196102680456,0.6215008814511274,9.831942234472944,6.607439686751974,-2.0423053604082355,-1.0514603020735236,1.7456400181310563,1.5175756750293885,89.95378266830929
18.39905457924003,0.3424673248974513,9.950063126035198,5.692730749782469,-0.5134565744131655,-0.0639783816037944,0.7537248194429221,0.3395605025186934,70.20889672819501
20.7139907598443,-0.4380047869996087,9.71566478586185,6.822684402463096,-0.4254548626095443,-0.8059152410770916,0.2480192518329204,-0.5197005291966771,96.29251574741602
20.320249839829707,-0.571972663812464,10.329971085621398,6.786332381196403,-0.8108811737437661,0.6498128421770017,-1.0845186564559937,-1.0142540650657552,92.22687997247805
